tran_dt,tran_tmng,wd_fc_sn,wd_ac_sn,dps_fc_sn,dps_ac_sn,tran_amt,md_type,fnd_type,ff_sp_ai,WD_NODE,DPS_NODE
2023-03-19,15,137,2000000000215496,165,2000000000484012,82622.0,7,3,,sdv-pii-ceti2,159-2000000001598160
2023-03-14,12,160,2000000000098214,165,2000000001057554,322066.0,2,0,,sdv-pii-wqysd,161-2000000001958972
2023-03-02,0,148,2000000001221194,135,2000000000477056,1047357.0,2,0,,sdv-pii-1j7k8,130-2000000001413006
2023-03-16,3,159,2000000000069067,135,2000000001120365,892072.0,1,0,,sdv-pii-ouken,136-2000000000211581
2023-03-07,18,160,2000000001349668,153,2000000002071215,951291.0,2,0,,sdv-pii-5am7n,147-2000000001890605
2023-03-10,12,134,2000000000188744,135,2000000000559346,349989.0,4,0,,sdv-pii-uwvan,133-2000000000067738
2023-03-12,6,134,2000000001352737,160,2000000000396432,30477.0,4,4,,sdv-pii-6q2oc,129-2000000001234932
2023-03-14,12,148,2000000000094348,165,2000000000646614,312692.0,4,0,01,sdv-pii-93z8e,135-2000000000970801
2023-03-24,9,160,2000000000409097,160,2000000001525257,275576.0,7,1,01,sdv-pii-dpty2,135-2000000002069358
2023-03-03,15,161,2000000000704530,154,2000000001959341,7347.0,2,0,,sdv-pii-kvpfr,153-2000000001356992
2023-03-09,6,135,2000000001824180,160,2000000002083426,85175.0,2,0,,sdv-pii-yveyf,165-2000000001115989
2023-03-14,0,148,2000000000134063,165,2000000000335990,344752.0,2,0,,sdv-pii-moy4f,149-2000000001711046
2023-03-14,6,135,2000000001747112,136,2000000000453303,84890.0,7,4,,sdv-pii-5uw63,135-2000000000273894
2023-03-08,6,136,2000000000869542,161,2000000001629387,73986.0,7,3,,sdv-pii-xs5bv,160-2000000000634921
2023-03-09,0,160,2000000000177786,165,2000000000223396,980964.0,4,0,,sdv-pii-dnwl5,133-2000000001656287
2023-03-24,12,136,2000000000233376,148,2000000002014606,889459.0,4,0,SP,sdv-pii-txhbm,162-2000000000206579
2023-03-19,18,137,2000000001983340,165,2000000001562229,21452.0,7,3,,sdv-pii-93zja,160-2000000000634921
2023-03-14,6,148,2000000001097390,153,2000000000620896,81614.0,4,0,,sdv-pii-e1m4n,159-2000000001941107
2023-03-23,12,153,2000000001350415,165,2000000001811294,1753734.0,4,0,,sdv-pii-3dcau,133-2000000000316167
2023-03-09,18,166,2000000000175869,153,2000000001857052,392824.0,2,0,,sdv-pii-qrziq,133-2000000002091789
2023-03-14,9,147,2000000000121913,165,2000000000372137,1476514.0,5,0,01,sdv-pii-u3z62,159-2000000002032923
2023-03-09,12,148,2000000000808136,136,2000000000219746,3530843.0,4,0,01,sdv-pii-fndao,136-2000000001313136
2023-03-21,9,135,2000000000229009,137,2000000001350149,64271.0,4,0,01,sdv-pii-h6tmk,159-2000000001429869
2023-03-10,18,161,2000000000829592,148,2000000002010002,32032.0,4,0,,sdv-pii-w5uue,136-2000000001665901
2023-03-20,9,149,2000000001338658,165,2000000000378116,91103.0,4,0,01,sdv-pii-u0zsf,159-2000000000240282
2023-03-05,15,165,2000000000736769,165,2000000000626750,31451.0,2,0,,sdv-pii-3pqy0,153-2000000001356992
2023-03-13,9,160,2000000000171991,135,2000000002086499,5211499.0,7,1,,sdv-pii-3b2kk,136-2000000000211581
2023-03-19,12,149,2000000001982567,135,2000000001888306,231053.0,2,0,,sdv-pii-cp4uo,148-2000000001298149
2023-03-13,18,136,2000000000224480,166,2000000000448029,1973066.0,4,0,SP,sdv-pii-en2yw,133-2000000001420682
2023-03-23,12,161,2000000001978318,153,2000000001836233,25682017.0,3,0,,sdv-pii-kkyd1,165-2000000000584319
2023-03-05,6,148,2000000000440875,149,2000000000450522,1664565.0,4,0,,sdv-pii-k35rc,160-2000000000241227
2023-03-22,12,133,2000000001896720,160,2000000001887796,1501590.0,4,0,,sdv-pii-5i8kh,133-2000000000696043
2023-03-10,15,153,2000000001915666,135,2000000000361588,1862647.0,4,0,SP,sdv-pii-vkxn1,161-2000000000399224
2023-03-14,18,135,2000000001887747,165,2000000000105336,238205.0,4,0,,sdv-pii-ict1z,160-2000000000653077
2023-03-23,18,136,2000000000279596,135,2000000000360145,13444741.0,4,0,SP,sdv-pii-qpk7z,153-2000000000198804
2023-03-20,18,147,2000000001871010,161,2000000001017649,94093.0,5,0,,sdv-pii-u2tpb,165-2000000000575865
2023-03-25,6,135,2000000001180361,165,2000000000335615,95719.0,7,4,,sdv-pii-ve9bv,147-2000000000250101
2023-03-15,15,160,2000000001881385,153,2000000001366090,61603.0,2,0,,sdv-pii-q3jmw,153-2000000001193388
2023-03-07,12,136,2000000001220395,160,2000000001897448,115714.0,6,0,,sdv-pii-1f6sn,116-2000000002119443
2023-03-23,6,135,2000000001458783,136,2000000000397510,219621.0,4,0,,sdv-pii-c63xm,137-2000000002076224
2023-03-07,12,148,2000000000844900,153,2000000001863391,379154.0,7,0,,sdv-pii-geo4v,148-2000000000405208
2023-03-14,15,149,2000000001985784,116,2000000000185856,881758.0,4,0,02,sdv-pii-ddnw5,161-2000000000207725
2023-03-15,6,157,2000000000127044,165,2000000001034272,51605774.0,7,4,,sdv-pii-ec5s5,137-2000000001317951
2023-03-13,6,149,2000000002015144,165,2000000000713300,1759425.0,4,0,01,sdv-pii-eahrp,153-2000000001701651
2023-03-15,18,166,2000000000295155,165,2000000000430592,76646.0,7,1,,sdv-pii-153ls,136-2000000001491637
2023-03-13,15,148,2000000000183901,165,2000000002060050,1772089.0,4,0,,sdv-pii-6d17n,159-2000000001598160
2023-03-24,12,136,2000000001145592,148,2000000000306200,8174.0,5,0,,sdv-pii-ozn8f,133-2000000001654113
2023-03-07,6,160,2000000001162834,153,2000000001875522,14527.0,2,0,,sdv-pii-dk8dt,153-2000000001356992
2023-03-13,15,165,2000000001350727,153,2000000001833196,9779.0,2,0,,sdv-pii-pofn3,153-2000000000198804
2023-03-14,12,153,2000000001801490,165,2000000000552697,24154.0,4,0,,sdv-pii-1ibgn,135-2000000000005488
2023-03-10,18,165,2000000000201067,160,2000000000652439,94460.0,2,0,,sdv-pii-rc46d,165-2000000001532677
2023-03-16,12,165,2000000000174565,137,2000000001974994,1.0,4,0,,sdv-pii-uw38c,136-2000000000110147
2023-03-12,15,148,2000000000188713,135,2000000000472933,1677782.0,4,0,,sdv-pii-xyxpl,130-2000000001413006
2023-03-03,9,134,2000000000096066,161,2000000001626860,11559.0,4,4,,sdv-pii-dusur,160-2000000000100067
2023-03-14,9,135,2000000001322065,154,2000000001869254,110719.0,2,0,,sdv-pii-e3vfp,135-2000000000181025
2023-03-04,9,149,2000000000150216,136,2000000001870989,2163742.0,4,0,,sdv-pii-jzk9o,135-2000000001584976
2023-03-09,18,107,2000000001594648,165,2000000001565097,8011799.0,1,0,,sdv-pii-5ec1f,133-2000000000796996
2023-03-15,18,154,2000000001081558,135,2000000000090114,800330.0,4,0,02,sdv-pii-k6oa0,137-2000000000437435
2023-03-14,15,165,2000000001112472,165,2000000001951111,117981716.0,7,0,,sdv-pii-zdekv,166-2000000000859944
2023-03-21,9,159,2000000001913881,165,2000000001488840,25542.0,7,3,,sdv-pii-pl6sy,165-2000000000107113
2023-03-11,15,161,2000000001756490,160,2000000000831978,9953918.0,2,0,,sdv-pii-9sdsh,153-2000000001852801
2023-03-01,18,147,2000000000030604,160,2000000000726593,74211.0,5,0,,sdv-pii-c7qj4,160-2000000000030440
2023-03-19,15,154,2000000001313613,165,2000000000321679,409518.0,4,0,,sdv-pii-sj03f,133-2000000000384665
2023-03-22,15,148,2000000001514673,165,2000000000126108,1.0,4,0,,sdv-pii-yrfzb,133-2000000000746801
2023-03-20,6,165,2000000001928644,160,2000000001718660,110142.0,7,0,,sdv-pii-osaef,165-2000000000290143
2023-03-06,9,166,2000000000698856,154,2000000001324260,101701.0,3,0,,sdv-pii-0qt3o,153-2000000001356992
2023-03-07,18,160,2000000000045984,134,2000000001966745,9709653.0,2,0,,sdv-pii-ildnn,109-2000000001814338
2023-03-09,12,136,2000000001182194,160,2000000001040954,1757126.0,4,0,SP,sdv-pii-9upd5,153-2000000000424386
2023-03-19,12,136,2000000001879356,165,2000000000611203,82467.0,4,0,,sdv-pii-k3893,165-2000000001293668
2023-03-19,18,165,2000000000721434,148,2000000000309394,15172.0,2,0,,sdv-pii-gwgpz,165-2000000000633313
2023-03-15,6,137,2000000001245364,159,2000000000414371,82137.0,7,3,,sdv-pii-91491,159-2000000000740775
2023-03-24,6,135,2000000002066381,165,2000000000521600,80531.0,7,0,,sdv-pii-cxt59,165-2000000001677046
2023-03-04,12,161,2000000000255016,165,2000000000248555,280829.0,2,0,,sdv-pii-fa0fo,148-2000000000799694
2023-03-24,6,135,2000000002028169,161,2000000001122281,20874.0,7,4,,sdv-pii-z5zpw,159-2000000001598160
2023-03-15,3,135,2000000001901505,161,2000000001352762,86347.0,7,0,,sdv-pii-t6ujk,165-2000000001532677
2023-03-14,18,153,2000000002021204,153,2000000001782902,1.0,4,0,02,sdv-pii-jecuh,165-2000000001798999
2023-03-14,18,112,2000000001149580,165,2000000002082410,127568.0,4,0,,sdv-pii-wgd8p,161-2000000000940519
2023-03-01,21,149,2000000001827671,111,2000000002015992,2114194.0,2,0,02,sdv-pii-y469v,161-2000000000194166
2023-03-22,9,166,2000000000665790,154,2000000000165820,2083666.0,3,0,,sdv-pii-53k2z,153-2000000001356992
2023-03-26,12,154,2000000000987565,166,2000000001940116,964049.0,4,0,SP,sdv-pii-hv75f,136-2000000001955184
2023-03-13,9,160,2000000001768187,153,2000000000229336,9169.0,4,0,02,sdv-pii-kmj64,159-2000000000817131
2023-03-15,15,135,2000000001161367,136,2000000000643165,96795.0,7,0,,sdv-pii-qjsih,153-2000000000198804
2023-03-15,18,147,2000000001968317,136,2000000001783104,8834.0,7,0,,sdv-pii-d3mni,159-2000000000435212
2023-03-02,12,137,2000000000192766,161,2000000001365007,1799645.0,6,0,,sdv-pii-t5gkc,136-2000000000141101
2023-03-13,18,154,2000000001818419,136,2000000000330815,11591.0,4,0,01,sdv-pii-44icc,133-2000000000548001
2023-03-07,18,161,2000000001931754,153,2000000001889375,8271618.0,2,0,,sdv-pii-uzuau,162-2000000000827441
2023-03-21,0,135,2000000001180696,166,2000000001439152,920302.0,4,0,,sdv-pii-2bt3s,153-2000000000262987
2023-03-08,6,148,2000000001533968,160,2000000000704060,46092.0,7,4,,sdv-pii-gavk9,165-2000000000107113
2023-03-05,15,149,2000000001805073,136,2000000000682747,6895584.0,4,0,01,sdv-pii-x6jnu,133-2000000001099109
2023-03-12,6,165,2000000000070582,135,2000000000405088,318598.0,4,0,,sdv-pii-ac57m,136-2000000001491637
2023-03-07,21,148,2000000001961063,165,2000000001518473,6162665.0,2,0,,sdv-pii-8xbqv,165-2000000000576506
2023-03-03,0,153,2000000000124662,136,2000000000426242,260243.0,4,0,02,sdv-pii-1ab53,135-2000000000005488
2023-03-16,18,165,2000000001828381,159,2000000001820609,398247.0,2,0,,sdv-pii-98wbv,165-2000000000575865
2023-03-15,6,134,2000000002020595,160,2000000001605847,988606.0,7,4,,sdv-pii-1ngtj,159-2000000000668650
2023-03-18,3,159,2000000001940640,160,2000000001869412,328775.0,5,0,,sdv-pii-c8m0r,136-2000000001990227
2023-03-25,0,135,2000000000192542,135,2000000000443178,1823748.0,4,0,,sdv-pii-f51ke,160-2000000000887824
2023-03-02,12,137,2000000000257676,166,2000000000462205,1909028.0,4,0,,sdv-pii-qj2ei,159-2000000001524249
2023-03-08,15,135,2000000000103670,153,2000000000799675,282153.0,4,0,,sdv-pii-jhmmy,136-2000000001047240
2023-03-05,6,160,2000000000399951,137,2000000000917802,988490.0,7,0,,sdv-pii-gd6zz,148-2000000000347377
2023-03-03,15,165,2000000002051446,135,2000000001904730,1.0,2,0,,sdv-pii-ixyst,148-2000000000405208
2023-03-11,12,165,2000000000115391,160,2000000000405689,26680.0,2,0,,sdv-pii-rye91,159-2000000000982598
2023-03-24,9,136,2000000001961976,153,2000000001854980,43829.0,3,0,,sdv-pii-xgpde,134-2000000001338088
2023-03-15,18,158,2000000002006155,154,2000000001031651,41177.0,2,0,,sdv-pii-rwmul,133-2000000001209268
2023-03-15,9,149,2000000001174820,165,2000000000415263,12546.0,5,0,,sdv-pii-oeneq,153-2000000000424386
2023-03-06,18,148,2000000000175164,160,2000000000689103,3796.0,5,0,,sdv-pii-5tv7n,148-2000000001052650
2023-03-09,18,108,2000000001837662,165,2000000000214188,2131383.0,1,0,01,sdv-pii-y2xm1,133-2000000001402836
2023-03-15,12,148,2000000000272326,134,2000000000605525,1841058.0,4,0,SP,sdv-pii-nnobw,135-2000000001534668
2023-03-14,9,133,2000000000133220,160,2000000000576685,1564701.0,4,0,,sdv-pii-ttq35,113-2000000000474812
2023-03-01,15,118,2000000000283074,153,2000000000503178,309068.0,2,0,,sdv-pii-uognx,153-2000000001356992
2023-03-22,9,161,2000000000045320,135,2000000001893209,8997.0,2,0,01,sdv-pii-mhaz4,133-2000000000316167
2023-03-05,9,136,2000000000976294,161,2000000001350070,15329.0,7,3,,sdv-pii-pdemj,160-2000000002015801
2023-03-12,12,134,2000000001680750,134,2000000000606950,309638.0,4,0,,sdv-pii-9ilwb,133-2000000001402836
2023-03-13,12,160,2000000000117104,165,2000000000725938,58348162.0,4,0,01,sdv-pii-vhumu,136-2000000000485341
2023-03-14,9,135,2000000000263186,135,2000000001002147,1957676.0,4,0,,sdv-pii-jva6m,136-2000000001313136
2023-03-24,9,147,2000000000064861,138,2000000000340887,1974741.0,4,0,,sdv-pii-jr6pb,135-2000000001308518
2023-03-11,18,148,2000000000082638,148,2000000001942590,782916.0,5,0,,sdv-pii-tafx2,165-2000000000580581
2023-03-25,12,136,2000000001955736,153,2000000001339581,2043287.0,2,0,,sdv-pii-aq1xc,153-2000000001356992
2023-03-13,6,149,2000000001160944,160,2000000001504084,74544.0,7,3,,sdv-pii-zm51u,159-2000000000740775
2023-03-14,12,161,2000000001134914,134,2000000001311762,94671.0,7,0,,sdv-pii-b343p,135-2000000000528696
2023-03-19,3,135,2000000000293163,159,2000000001155734,81051.0,7,3,,sdv-pii-9t71e,159-2000000001598160
2023-03-15,6,136,2000000000784932,153,2000000000402426,27328.0,7,0,,sdv-pii-ulbjx,153-2000000000198804
2023-03-03,6,135,2000000001480816,165,2000000000691230,886903.0,7,4,,sdv-pii-a6h0y,165-2000000001532677
2023-03-03,9,135,2000000001447017,135,2000000002072612,80571.0,4,0,SP,sdv-pii-7tbym,136-2000000000203247
2023-03-13,9,134,2000000001981884,134,2000000001868535,22290430.0,5,0,,sdv-pii-bsnv7,159-2000000000998968
2023-03-10,21,165,2000000000540743,166,2000000000563890,1833964.0,2,0,,sdv-pii-scd7y,135-2000000000423598
2023-03-15,21,165,2000000000053637,153,2000000000729865,313186.0,2,0,,sdv-pii-h17ns,160-2000000000867628
2023-03-14,18,134,2000000000745406,153,2000000000571363,93556.0,4,0,,sdv-pii-ke6dh,161-2000000000656821
2023-03-09,12,135,2000000002074530,165,2000000001794205,1923583.0,4,0,SP,sdv-pii-k8vnp,165-2000000000982584
2023-03-13,12,165,2000000000099588,134,2000000000332136,1819718.0,4,0,,sdv-pii-v03yx,135-2000000000559361
2023-03-09,21,135,2000000001182652,122,2000000000222290,306093.0,4,0,SP,sdv-pii-aevx5,160-2000000000255193
2023-03-16,15,165,2000000000432425,154,2000000001848557,44401.0,2,0,,sdv-pii-jy5k3,153-2000000001356992
2023-03-03,15,165,2000000000625608,153,2000000002096694,7729015.0,2,0,,sdv-pii-7iqx6,153-2000000002091380
2023-03-13,15,161,2000000000171202,153,2000000001919403,8121146.0,2,0,,sdv-pii-410bd,123-2000000000276118
2023-03-12,15,150,2000000001525233,137,2000000000878681,76097.0,4,0,,sdv-pii-jzx5g,165-2000000001264266
2023-03-14,9,148,2000000000760551,165,2000000001649126,290123.0,1,0,01,sdv-pii-20b03,159-2000000000485281
2023-03-10,12,154,2000000001174862,165,2000000001198309,1.0,4,0,,sdv-pii-wd2tw,135-2000000000528696
2023-03-12,6,160,2000000000067371,160,2000000001365812,84476.0,7,3,,sdv-pii-brb3t,159-2000000000740775
2023-03-03,15,160,2000000000077932,165,2000000001916779,980480.0,2,0,,sdv-pii-xkb29,161-2000000001235546
2023-03-03,9,166,2000000000258286,165,2000000000623924,2045443.0,2,0,,sdv-pii-4b1ra,136-2000000001313136
2023-03-06,6,135,2000000001110542,159,2000000001598228,339373.0,4,0,,sdv-pii-foixk,133-2000000000869259
2023-03-20,6,149,2000000002032474,161,2000000001856115,31013.0,7,1,,sdv-pii-u519p,135-2000000000636388
2023-03-13,9,148,2000000000197479,165,2000000001070449,8371802.0,4,0,01,sdv-pii-q3x8o,165-2000000001130420
2023-03-03,18,147,2000000000378024,165,2000000000555027,1.0,6,0,,sdv-pii-uds7a,136-2000000000756917
2023-03-08,3,135,2000000000150060,165,2000000000149371,1814666.0,4,0,,sdv-pii-4ciw1,165-2000000001130420
2023-03-09,6,161,2000000001119320,153,2000000001915833,104367.0,7,0,,sdv-pii-djvj2,135-2000000000528696
2023-03-14,3,165,2000000001497207,153,2000000001720292,48794.0,4,0,,sdv-pii-mjkln,160-2000000000634921
2023-03-24,9,149,2000000000720094,149,2000000000277734,1950291.0,4,0,01,sdv-pii-3wu8v,160-2000000001660027
2023-03-13,15,119,2000000000232985,135,2000000001121195,6486.0,5,0,01,sdv-pii-jov8d,133-2000000001099109
2023-03-27,12,135,2000000000256896,166,2000000001128019,1794903.0,4,0,SP,sdv-pii-8w5jy,161-2000000000940519
2023-03-10,18,165,2000000001376466,153,2000000001868264,99011.0,2,0,,sdv-pii-6e0gd,160-2000000001329093
2023-03-08,21,134,2000000000250370,165,2000000000726815,1799914.0,4,0,,sdv-pii-bs3kb,165-2000000000575865
2023-03-12,18,153,2000000000148172,160,2000000002061340,8276049.0,4,0,02,sdv-pii-01x9g,157-2000000001443098
2023-03-13,21,149,2000000000074594,148,2000000001434939,1818360.0,4,0,,sdv-pii-v1juw,154-2000000001372719
2023-03-02,15,147,2000000000544978,165,2000000000862237,762912.0,5,0,,sdv-pii-w2tnn,165-2000000000620425
2023-03-14,6,136,2000000001839127,160,2000000000394974,94264.0,7,3,,sdv-pii-igleq,159-2000000001598160
2023-03-13,15,153,2000000002121242,165,2000000001015304,13091470.0,6,0,02,sdv-pii-xikdo,133-2000000001402836
2023-03-15,3,136,2000000001562178,160,2000000000399968,88829.0,7,3,,sdv-pii-e40i6,159-2000000000740775
2023-03-08,15,165,2000000002014312,149,2000000001778962,9589787.0,2,0,,sdv-pii-oawk1,153-2000000001356992
2023-03-15,15,135,2000000000288534,135,2000000000212838,1.0,6,0,,sdv-pii-k6wcz,165-2000000000741278
2023-03-15,21,136,2000000000316646,165,2000000001770345,889625.0,4,0,,sdv-pii-q8mob,136-2000000000110147
2023-03-14,18,148,2000000001487297,165,2000000000139150,36039623.0,2,0,01,sdv-pii-1q1pb,135-2000000000883936
2023-03-12,15,165,2000000002020754,134,2000000001085640,83002.0,2,0,,sdv-pii-nzpgn,136-2000000001047240
2023-03-15,15,134,2000000000179635,165,2000000000378354,1.0,4,0,,sdv-pii-oelpz,133-2000000001722017
2023-03-06,12,154,2000000000568919,135,2000000002014213,86531.0,4,0,SP,sdv-pii-panjp,133-2000000001893644
2023-03-22,9,147,2000000000163523,135,2000000000409520,270625.0,7,1,,sdv-pii-gxw3p,165-2000000000982584
2023-03-15,6,165,2000000000152623,160,2000000000246036,6177.0,5,0,,sdv-pii-uelv6,154-2000000000209048
2023-03-23,9,134,2000000000156374,161,2000000000657176,76226.0,4,4,01,sdv-pii-niu1q,153-2000000002088300
2023-03-11,6,149,2000000000073412,137,2000000001883208,868412.0,4,0,,sdv-pii-rqkid,159-2000000001264178
2023-03-07,12,149,2000000000071076,165,2000000001814679,8697.0,7,0,01,sdv-pii-2xf8m,136-2000000001361867
2023-03-15,3,137,2000000000212567,160,2000000001392380,21276.0,4,0,,sdv-pii-oecer,159-2000000001690318
2023-03-09,6,165,2000000001145709,135,2000000001693416,98161.0,2,0,,sdv-pii-o66ip,159-2000000001598160
2023-03-14,18,165,2000000000105348,161,2000000000781958,274942.0,2,0,,sdv-pii-gbs0c,159-2000000001559530
2023-03-10,6,135,2000000002052260,160,2000000000515134,29416.0,6,0,,sdv-pii-fqkml,146-2000000000296891
2023-03-14,9,135,2000000000131002,161,2000000000421434,90781.0,7,4,,sdv-pii-h9clx,159-2000000000740775
2023-03-09,12,148,2000000000075146,137,2000000001511261,867952.0,4,0,SP,sdv-pii-mrwjb,159-2000000000835264
2023-03-15,6,161,2000000001136343,120,2000000001613468,85187.0,5,0,,sdv-pii-9ywgu,160-2000000001567653
2023-03-10,18,160,2000000000686468,153,2000000001404726,887891.0,2,0,,sdv-pii-s0mmc,153-2000000001356992
2023-03-15,18,109,2000000001844818,166,2000000001832615,7607417.0,1,0,,sdv-pii-as6lm,133-2000000000796996
2023-03-08,12,149,2000000000148052,165,2000000001846532,249812.0,4,0,02,sdv-pii-q7r9l,165-2000000002010299
2023-03-02,12,149,2000000000303319,161,2000000000399749,1919385.0,4,0,02,sdv-pii-iccn9,154-2000000001385913
2023-03-10,6,136,2000000000024305,161,2000000000503620,114222.0,4,0,,sdv-pii-0nchv,153-2000000000424386
2023-03-24,18,134,2000000000370086,160,2000000001007922,1650744.0,5,0,,sdv-pii-ca2oh,161-2000000000241700
2023-03-15,9,136,2000000001648870,138,2000000000995966,5927.0,5,0,,sdv-pii-gsxh3,135-2000000000242770
2023-03-06,6,160,2000000001844133,165,2000000000800685,879891.0,2,0,,sdv-pii-7hmwh,161-2000000001235546
2023-03-08,15,165,2000000000173735,165,2000000001913380,2058291.0,2,0,,sdv-pii-3fynx,132-2000000000637613
2023-03-24,9,149,2000000001185016,135,2000000000157781,9115308.0,4,0,02,sdv-pii-57gat,159-2000000000756593
2023-03-09,21,165,2000000000163530,134,2000000001780026,53579.0,2,0,,sdv-pii-h82cv,161-2000000002089685
2023-03-18,12,148,2000000002015482,165,2000000000285000,1.0,4,0,,sdv-pii-iqnwz,161-2000000001480695
2023-03-26,9,148,2000000001159246,160,2000000000593966,18858.0,7,4,,sdv-pii-jgb5d,133-2000000000488191
2023-03-07,12,148,2000000000229247,165,2000000001566622,1839542.0,4,0,,sdv-pii-vw8by,159-2000000001598160
2023-03-12,12,136,2000000001083645,134,2000000000644207,915043.0,4,0,02,sdv-pii-m588p,161-2000000000426072
2023-03-01,15,161,2000000001376136,160,2000000001370368,1.0,2,0,,sdv-pii-exw7p,165-2000000000584319
2023-03-01,18,165,2000000000684168,160,2000000001953153,9128313.0,2,0,,sdv-pii-emj12,136-2000000001913997
2023-03-06,21,165,2000000001792230,137,2000000000753969,4547246.0,2,0,,sdv-pii-ccd5w,161-2000000002089685
2023-03-06,15,135,2000000001157764,153,2000000000147728,84275.0,7,0,,sdv-pii-kqwlr,135-2000000001544316
2023-03-20,18,153,2000000000350851,153,2000000000646607,872915.0,4,0,,sdv-pii-q6v1a,159-2000000000873304
2023-03-14,15,161,2000000000237897,160,2000000001890677,96963.0,4,0,,sdv-pii-4qh5o,137-2000000001342535
2023-03-01,6,161,2000000001912477,153,2000000001859848,51748.0,2,0,,sdv-pii-e494r,135-2000000000528696
2023-03-06,15,137,2000000000088333,159,2000000001914540,2130726.0,4,0,,sdv-pii-n8n8o,159-2000000001225694
2023-03-06,21,165,2000000000322348,153,2000000001583800,1001464.0,3,0,,sdv-pii-n584v,153-2000000001356992
2023-03-09,6,160,2000000000185538,165,2000000001596418,3696685.0,7,0,,sdv-pii-fa1mc,165-2000000000299480
2023-03-25,21,135,2000000000187606,165,2000000000553512,360957.0,4,0,,sdv-pii-ihtox,159-2000000000240282
2023-03-12,12,149,2000000000295390,136,2000000001208579,7983387.0,4,0,01,sdv-pii-aou6y,148-2000000000770548
2023-03-12,6,136,2000000001183500,165,2000000001085290,15334.0,7,3,,sdv-pii-l8ouz,165-2000000001130420
2023-03-14,12,148,2000000001888064,160,2000000002071470,5301857.0,4,0,02,sdv-pii-sznh2,165-2000000000619923
2023-03-11,12,165,2000000001921223,160,2000000001184266,13476.0,2,0,,sdv-pii-bspup,153-2000000000053822
2023-03-13,12,147,2000000001132214,149,2000000001117769,78250.0,4,0,,sdv-pii-wheku,133-2000000000869259
2023-03-06,21,165,2000000002007011,135,2000000000540531,2039400.0,4,0,,sdv-pii-jf9e8,153-2000000001356992
2023-03-14,0,159,2000000001735800,161,2000000001845400,94341.0,6,0,,sdv-pii-zuqg5,133-2000000001893644
2023-03-15,9,133,2000000001732052,165,2000000001693530,79176.0,4,0,,sdv-pii-3fflr,160-2000000000653077
2023-03-13,18,165,2000000001260157,160,2000000001883500,2088584.0,2,0,,sdv-pii-b8dsn,135-2000000001121426
2023-03-14,6,137,2000000000135601,154,2000000000558264,82599.0,2,3,,sdv-pii-0ggm1,159-2000000001598160
2023-03-16,6,136,2000000001545418,160,2000000001866586,82043.0,4,0,,sdv-pii-8scnu,160-2000000000400040
2023-03-06,12,148,2000000001237918,165,2000000000041155,1832317.0,4,0,01,sdv-pii-38aku,165-2000000000176307
2023-03-13,12,165,2000000001950972,135,2000000000668013,361347.0,2,0,,sdv-pii-vbxt8,135-2000000000528696
2023-03-05,6,134,2000000001831622,161,2000000001056222,325122.0,7,4,,sdv-pii-cj7u5,159-2000000000740775
2023-03-07,9,153,2000000000764469,165,2000000000392443,1818672.0,4,0,SP,sdv-pii-wp72y,160-2000000000653077
2023-03-08,18,134,2000000001404773,165,2000000001894897,6825.0,7,0,,sdv-pii-cv7xs,159-2000000000740775
2023-03-06,21,135,2000000000692635,165,2000000001371548,100045.0,7,0,,sdv-pii-majzl,159-2000000000668650
2023-03-13,6,165,2000000001897268,154,2000000001367021,535779.0,3,0,,sdv-pii-5luy6,153-2000000001356992
2023-03-16,6,158,2000000001823899,153,2000000000328234,99211.0,2,0,,sdv-pii-f62ia,160-2000000000403605
2023-03-14,21,148,2000000000251000,160,2000000000760857,2138787.0,2,0,,sdv-pii-huxht,161-2000000002089685
2023-03-10,21,165,2000000000876299,153,2000000001884117,114327.0,7,0,,sdv-pii-a7go4,153-2000000001356992
2023-03-10,18,160,2000000002036477,165,2000000001855004,217088.0,2,0,,sdv-pii-ohwmg,165-2000000001238114
2023-03-09,9,160,2000000002005892,161,2000000000656800,822580.0,7,1,,sdv-pii-r0q60,116-2000000000972331
2023-03-06,12,148,2000000001964508,136,2000000002107312,143226.0,4,0,,sdv-pii-ojgu7,154-2000000000996954
2023-03-13,18,107,2000000001816666,165,2000000000983458,887749.0,1,0,,sdv-pii-7wpoo,133-2000000001402836
2023-03-25,0,135,2000000000143092,148,2000000001577738,15772791.0,4,0,,sdv-pii-cmmeg,136-2000000001849015
2023-03-10,9,166,2000000001392456,153,2000000001205066,25585367.0,2,0,,sdv-pii-d3mev,160-2000000002015801
2023-03-14,15,160,2000000001115817,148,2000000000934937,1825910.0,4,0,01,sdv-pii-82t6y,135-2000000001618585
2023-03-15,6,135,2000000001368147,153,2000000001854761,2111209.0,7,0,,sdv-pii-09lqs,153-2000000001356992
2023-03-19,15,148,2000000000688296,160,2000000000807151,346903.0,5,0,01,sdv-pii-xqn4n,159-2000000000492711
2023-03-14,12,149,2000000001986576,166,2000000000618405,1645308.0,4,0,SP,sdv-pii-pev4w,159-2000000000397201
2023-03-15,3,136,2000000001977870,136,2000000001507141,27142.0,7,0,,sdv-pii-puam3,165-2000000000290143
2023-03-15,15,161,2000000000154856,153,2000000001833712,1.0,2,0,,sdv-pii-ioqc1,153-2000000000198804
2023-03-02,9,134,2000000002063704,153,2000000001717036,298062.0,7,4,,sdv-pii-xmvrp,136-2000000001404786
